"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","3039"
">","THREAD_COUNT:","0"
">","NEEDLE_COUNT:","0"
">","EXTENTS_LEFT:","-374.8146481424097"
">","EXTENTS_TOP:","-208.5408743297658"
">","EXTENTS_RIGHT:","374.8146481424097"
">","EXTENTS_BOTTOM:","208.54087432976578"
">","EXTENTS_WIDTH:","749.6292962848194"
">","EXTENTS_HEIGHT:","417.0817486595316"
">","COMMAND_JUMP","4"
">","COMMAND_STITCH","3034"
">","COMMAND_END","1"

"#","[METADATA_NAME]","[METADATA]"
"@","name","BN"

"#","[THREAD_NUMBER]","[HEX_COLOR]","[DESCRIPTION]","[BRAND]","[CATALOG_NUMBER]","[DETAILS]","[WEIGHT]"
"$","0","#000000","Black","Anchor","403","None","None"

"#","[STITCH_INDEX]","[STITCH_TYPE]","[X]","[Y]"
"*","396","STITCH","-325.19879886842375","-4.473828270113643"
"*","397","STITCH","-288.1860489819967","-14.554953123405227"
"*","398","STITCH","-287.9853164420311","-54.06940940888293"
"*","399","STITCH","-274.6758847142836","-81.76653607826441"
"*","400","STITCH","-268.5427748892934","-87.00683996122903"
"*","401","STITCH","-269.0739366767117","-44.89466207478449"
"*","402","STITCH","-269.4404690274547","-2.7809665299940605"
"*","403","STITCH","-269.67054587932677","39.333686851703504"
"*","404","STITCH","-269.9006227239717","81.44833891050408"
"*","405","STITCH","-276.1147208490884","100.74092071976114"
"*","406","STITCH","-290.71722380215584","116.26064765313757"
"*","407","STITCH","-290.3328552977179","79.93906252511263"
"*","408","STITCH","-290.1123231488693","43.616174253413135"
"*","409","STITCH","-289.89179103214803","7.293291273282762"
"*","410","STITCH","-332.8785673410041","14.626910992096327"
"*","411","STITCH","-328.8096023423823","-4.4793868235636864"
"*","412","STITCH","-305.0396308887518","-13.49039405069226"
"*","413","STITCH","-290.68283817866313","-16.575493216602126"
"*","414","STITCH","-289.5802814285944","-58.76945070548456"
"*","415","STITCH","-275.9128974034601","-84.03719277832232"
"*","416","STITCH","-265.9167445754433","-91.9747658614948"
"*","417","STITCH","-266.55139388366763","-47.374933243091846"
"*","418","STITCH","-266.94047742735836","-2.7726001283849655"
"*","419","STITCH","-267.1841503265275","41.83075567868826"
"*","420","STITCH","-267.4278232184695","86.43411016286458"
"*","421","STITCH","-280.27209129991365","109.66887529110565"
"*","422","STITCH","-293.2794656955333","121.41438635474938"
"*","423","STITCH","-292.85956821643117","84.33124161710825"
"*","424","STITCH","-292.634410155222","47.246439498820365"
"*","425","STITCH","-292.4092521261403","10.161642672101607"
"*","426","STITCH","-334.9006855367248","18.188691825229625"
"*","427","STITCH","-332.10603855619263","-4.284048519182079"
"*","428","STITCH","-314.3162657371423","-14.054028232694009"
"*","429","STITCH","-293.17962737532963","-18.596033309799026"
"*","430","STITCH","-290.5225068656737","-63.34560317069443"
"*","431","STITCH","-277.28909152191045","-86.17633678107393"
"*","432","STITCH","-263.2968122514709","-96.70079372053152"
"*","433","STITCH","-264.0304757321116","-49.67563815640304"
"*","434","STITCH","-264.4411267067171","-2.646923289458954"
"*","435","STITCH","-264.69805551308883","44.38287365046094"
"*","436","STITCH","-265.86138154948236","91.39898111077528"
"*","437","STITCH","-283.29167778142664","116.21908195566434"
"*","438","STITCH","-295.84035802135304","126.45605211672361"
"*","439","STITCH","-295.38582759188256","88.64871957681092"
"*","440","STITCH","-295.1562703899438","50.839354178081095"
"*","441","STITCH","-294.9267132201325","13.02999407092048"
"*","442","STITCH","-336.7441544686969","21.992461754525948"
"*","443","STITCH","-335.69006488175114","-2.975901611598772"
"*","444","STITCH","-321.5365324213","-14.625461366300186"
"*","445","STITCH","-295.67641657199607","-20.616573402995925"
"*","446","STITCH","-292.857620922247","-64.24231777460034"
"*","447","STITCH","-280.66478745958676","-86.42614914750608"
"*","448","STITCH","-260.68766001262975","-100.9991918966999"
"*","449","STITCH","-261.51210769710144","-51.694487114831986"
"*","450","STITCH","-261.9425193853341","-2.385170170663912"
"*","451","STITCH","-262.21190764374285","46.925279949246146"
"*","452","STITCH","-264.74441323651934","95.17164837934214"
"*","453","STITCH","-284.93531176370044","121.13173457389101"
"*","454","STITCH","-298.39496220707565","130.9755281287175"
"*","455","STITCH","-297.9330632333424","92.61777752479142"
"*","456","STITCH","-297.67707317803746","54.25810143581825"
"*","457","STITCH","-297.4441743141247","15.898345469739326"
"*","458","STITCH","-336.7184348668307","24.905722093656124"
"*","459","STITCH","-338.32918874958597","25.88895388227948"
"*","460","STITCH","-338.8672580572809","-1.4333700503715363"
"*","461","STITCH","-326.80433684364357","-15.07415620120031"
"*","462","STITCH","-298.17320576866257","-22.637113496192825"
"*","463","STITCH","-295.27372385777073","-64.94734441178474"
"*","464","STITCH","-281.1801025759976","-89.37873873853232"
"*","465","STITCH","-258.0788457056236","-105.28418482776529"
"*","466","STITCH","-258.91600801013124","-62.30475869785488"
"*","467","STITCH","-259.3049236629224","-19.319196778182686"
"*","468","STITCH","-259.5848090300914","23.66721265837714"
"*","469","STITCH","-259.8196497429171","66.65387185546783"
"*","470","STITCH","-262.5394367399453","96.36702187326884"
"*","471","STITCH","-278.87919748780115","118.9526536483884"
"*","472","STITCH","-300.94900526817315","135.44840633545405"
"*","473","STITCH","-300.4806651669779","96.55576136101618"
"*","474","STITCH","-300.19778172515964","57.66132667421968"
"*","475","STITCH","-299.96163540811693","18.7666968685582"
"*","476","STITCH","-335.9849456582387","27.38694772915801"
"*","477","STITCH","-339.2457089651951","29.994025024835736"
"*","478","STITCH","-342.4209283176258","1.6429668923564407"
"*","479","STITCH","-331.6593925302806","-15.23294447908657"
"*","480","STITCH","-300.669994965329","-24.657653589389696"
"*","481","STITCH","-299.80189888284383","-59.481967821442595"
"*","482","STITCH","-283.95182261271964","-90.19924864886026"
"*","483","STITCH","-255.4789557559247","-109.21516199377443"
"*","484","STITCH","-256.39684398491596","-64.4115858232872"
"*","485","STITCH","-256.80227455434067","-19.600684742142164"
"*","486","STITCH","-257.0932061740784","25.211105326543077"
"*","487","STITCH","-257.3380191658637","70.02315055615608"
"*","488","STITCH","-260.15554999279277","97.15755164585178"
"*","489","STITCH","-278.5735961082546","122.06999331136737"
"*","490","STITCH","-303.6709060358671","139.4830795116732"
"*","491","STITCH","-303.02475337630915","100.20195290451821"
"*","492","STITCH","-302.7176045219285","60.918663835582805"
"*","493","STITCH","-302.47909650210914","21.635048267377044"
"*","494","STITCH","-335.31820722284044","29.908919181151077"
"*","495","STITCH","-339.4582018517196","33.74365660662991"
"*","496","STITCH","-345.6241775128973","9.528061248137476"
"*","497","STITCH","-338.4823858161663","-12.443526047706456"
"*","498","STITCH","-316.59309605424045","-23.79304346439733"
"*","499","STITCH","-303.1667841619955","-26.678193682586596"
"*","500","STITCH","-301.13383639833415","-63.64166964178173"
"*","501","STITCH","-285.4508748528523","-92.22230386697503"
"*","502","STITCH","-251.61009624716803","-113.51915651045367"
"*","503","STITCH","-253.87382573334594","-66.9444078513018"
"*","504","STITCH","-254.29660625844832","-20.215873502546913"
"*","505","STITCH","-254.60028445842863","26.513585979513664"
"*","506","STITCH","-254.85557395311508","73.24331343026918"
"*","507","STITCH","-257.8139151500515","98.04369035174292"
"*","508","STITCH","-278.10727544632255","125.03930497553378"
"*","509","STITCH","-306.42493717957234","143.5327947006451"
"*","510","STITCH","-305.5689747734284","103.85920484053938"
"*","511","STITCH","-305.2374609660119","64.18154289936845"
"*","512","STITCH","-304.99655759610135","24.503399666195918"
"*","513","STITCH","-334.43767607396893","32.41110173909715"
"*","514","STITCH","-339.2885681711771","37.67459816324978"
"*","515","STITCH","-347.3627282101027","19.39041242413012"
"*","516","STITCH","-344.57822014144125","-7.5685946363032315"
"*","517","STITCH","-328.96505327492036","-22.382248822486332"
"*","518","STITCH","-305.66357335866195","-28.698733775783495"
"*","519","STITCH","-302.44300696333255","-67.24946575595868"
"*","520","STITCH","-287.01845817051947","-94.18060398878926"
"*","521","STITCH","-252.78017561516742","-115.74785622738526"
"*","522","STITCH","-245.90095153502392","-118.22134365580503"
"*","523","STITCH","-250.67933501272068","-101.2034074472003"
"*","524","STITCH","-251.47850698951927","-55.36302527526354"
"*","525","STITCH","-251.89329521857863","-9.517852997367214"
"*","526","STITCH","-252.15386682741413","36.328454512069214"
"*","527","STITCH","-252.40433037654725","82.17481180818626"
"*","528","STITCH","-257.00283265958615","102.39321088178022"
"*","529","STITCH","-279.4162531791709","129.64372765297642"
"*","530","STITCH","-309.4327110871592","147.2496182962237"
"*","531","STITCH","-308.11048545048965","107.29134884202412"
"*","532","STITCH","-307.75663408089997","67.33187379208212"
"*","533","STITCH","-307.5140186900936","27.371751065014763"
"*","534","STITCH","-333.54031825330225","34.957768578028436"
"*","535","STITCH","-338.70729300666454","42.06400298400689"
"*","536","STITCH","-349.1451449659062","23.907420315547057"
"*","537","STITCH","-348.3564629082461","-4.597181769305223"
"*","538","STITCH","-334.6584082608278","-22.28641582009834"
"*","539","STITCH","-308.16036255532845","-30.719273868980395"
"*","540","STITCH","-304.8333627194168","-68.01543192631769"
"*","541","STITCH","-288.9619776423814","-95.78368159341098"
"*","542","STITCH","-266.01510452091816","-112.34782685382973"
"*","543","STITCH","-239.8207456632263","-122.55891558982185"
"*","544","STITCH","-248.12270688499808","-103.41825352641605"
"*","545","STITCH","-248.9733201404376","-55.925001310640596"
"*","546","STITCH","-249.4030680585871","-8.426384032346448"
"*","547","STITCH","-249.66882563265366","39.073433195676245"
"*","548","STITCH","-249.9283223746986","86.57328055529044"
"*","549","STITCH","-260.64408227689194","113.43678536399912"
"*","550","STITCH","-284.04448546735176","136.37722356120761"
"*","551","STITCH","-312.95074654333854","151.14708096368688"
"*","552","STITCH","-310.6534732003182","110.846154273942"
"*","553","STITCH","-310.2761796406647","70.54354845580716"
"*","554","STITCH","-310.03147978408583","30.240102463833637"
"*","555","STITCH","-332.7912120812735","37.636104097728975"
"*","556","STITCH","-337.4662674830069","46.89251268677879"
"*","557","STITCH","-350.8970798345326","27.257602255626296"
"*","558","STITCH","-351.387582419536","-3.246483966921261"
"*","559","STITCH","-338.68100943285907","-22.526491043211166"
"*","560","STITCH","-310.6571517519949","-32.739813962177294"
"*","561","STITCH","-307.2084683495016","-68.81749275168326"
"*","562","STITCH","-290.9003575251957","-97.39161560180885"
"*","563","STITCH","-264.245051807883","-116.18088449637251"
"*","564","STITCH","-233.5266316588097","-126.3460647403725"
"*","565","STITCH","-245.5963717616235","-104.43142191155631"
"*","566","STITCH","-246.4772511623319","-55.47920919732036"
"*","567","STITCH","-246.91969895020276","-6.521387134510036"
"*","568","STITCH","-247.18716768968477","42.437702674275585"
"*","569","STITCH","-247.45463642434873","91.39679160112988"
"*","570","STITCH","-263.42470057759976","120.89801086462862"
"*","571","STITCH","-287.56481730858707","141.914382062157"
"*","572","STITCH","-316.62614135375134","154.42936801675748"
"*","573","STITCH","-313.1917258122329","114.00773683785795"
"*","574","STITCH","-312.79453148080154","73.55861076666307"
"*","575","STITCH","-312.54894087807804","33.10845386265251"
"*","576","STITCH","-332.01418891831366","40.48210002477231"
"*","577","STITCH","-336.342843654033","51.06365595742582"
"*","578","STITCH","-352.8303737814223","29.868866093034512"
"*","579","STITCH","-354.1363088511548","-2.813774245856166"
"*","580","STITCH","-341.44436472842386","-23.476105632276415"
"*","581","STITCH","-314.475324148747","-34.47640496655251"
"*","582","STITCH","-313.15394094866133","-34.760354055374194"
"*","583","STITCH","-311.9527694870033","-62.428777601421245"
"*","584","STITCH","-299.9294199639926","-87.10795919386362"
"*","585","STITCH","-303.2142256328894","-80.36555222620115"
"*","586","STITCH","-306.4990313017862","-73.6231452585387"
"*","587","STITCH","-303.2142256328894","-80.36555222620115"
"*","588","STITCH","-299.9294199639926","-87.10795919386362"
"*","589","JUMP","-228.6413413134381","-86.71985267042642"
"*","590","STITCH","-228.6413413134381","-86.71985267042642"
"*","591","STITCH","-223.2775039773617","-91.96191801073964"
"*","592","STITCH","-217.91366664128535","-97.20398335105287"
"*","593","STITCH","-223.2775039773617","-91.96191801073964"
"*","594","STITCH","-228.6413413134381","-86.71985267042642"
"*","595","STITCH","-211.0657423676528","-103.89644328947405"
"*","596","STITCH","-193.68850262074855","-121.27368303637829"
"*","597","STITCH","-175.37758461466083","-137.6641433094056"
"*","598","STITCH","-153.4813698597205","-148.8023270643901"
"*","599","STITCH","-133.60209705357448","-163.22167130400146"
"*","600","STITCH","-109.16195740692882","-165.26832354218118"
"*","601","STITCH","-85.61318817807143","-158.568381057304"
"*","602","STITCH","-70.05723216099659","-139.80455591571575"
"*","603","STITCH","-58.606296255844825","-118.43289477333116"
"*","604","STITCH","-42.37952990337806","-109.01844053283865"
"*","605","STITCH","-37.61788817778233","-108.7224627187782"
"*","606","STITCH","-37.61788817778233","-121.04487433023246"
"*","607","STITCH","-37.61788817778233","-152.44940440551818"
"*","608","STITCH","-45.11788817778228","-171.0250209687072"
"*","609","STITCH","-45.11788817778228","-158.54487433023246"
"*","610","STITCH","-45.11788817778228","-108.54487433023247"
"*","611","STITCH","-45.11788817778228","-86.29804803832"
"*","612","STITCH","-52.61788817778228","-71.69812335158255"
"*","613","STITCH","-52.61788817778228","-96.04487433023246"
"*","614","STITCH","-52.61788817778228","-146.04487433023246"
"*","615","STITCH","-52.61788817778228","-182.80009037856544"
"*","616","STITCH","-60.11788817778233","-191.42908769571295"
"*","617","STITCH","-60.11788817778233","-183.54487433023246"
"*","618","STITCH","-60.11788817778233","-133.54487433023246"
"*","619","STITCH","-60.11788817778233","-83.54487433023247"
"*","620","STITCH","-60.11788817778233","-60.14285615183809"
"*","621","STITCH","-67.61788817778233","-50.403611313499766"
"*","622","STITCH","-67.61788817778233","-71.04487433023252"
"*","623","STITCH","-67.61788817778233","-121.0448743302325"
"*","624","STITCH","-67.61788817778233","-171.04487433023252"
"*","625","STITCH","-67.61788817778233","-197.6779651547514"
"*","626","STITCH","-75.11788817778233","-202.46619324192898"
"*","627","STITCH","-75.11788817778233","-158.54487433023246"
"*","628","STITCH","-75.11788817778233","-108.54487433023247"
"*","629","STITCH","-75.11788817778233","-58.54487433023246"
"*","630","STITCH","-75.11788817778233","-42.20417603848563"
"*","631","STITCH","-87.10488715757566","-37.113357625916336"
"*","632","STITCH","-99.09188126674991","-32.02254128187457"
"*","633","STITCH","-89.55520748450397","-9.976094898798067"
"*","634","STITCH","-74.46349800129167","8.70477417074514"
"*","635","STITCH","-65.86681537103999","31.12138649736397"
"*","636","STITCH","-68.7074186534935","54.921041923279546"
"*","637","STITCH","-69.86201006199082","78.84270762834663"
"*","638","STITCH","-66.71800532244856","102.5761271900503"
"*","639","STITCH","-66.63295331550444","126.50828765228832"
"*","640","STITCH","-50.68474411233046","144.17254098268162"
"*","641","STITCH","-31.906879893640223","154.39343941083106"
"*","642","STITCH","-30.117888177782277","154.80606095817038"
"*","643","STITCH","-30.117888177782277","164.8419879627178"
"*","644","STITCH","-37.59270455363617","164.2650036512529"
"*","645","STITCH","-37.61788817778233","128.9551256697675"
"*","646","STITCH","-37.61788817778233","78.95512566976751"
"*","647","STITCH","-37.61788817778233","28.95512566976751"
"*","648","STITCH","-37.61788817778233","-8.021857675689631"
"*","649","STITCH","-45.11788817778228","-16.875195205591552"
"*","650","STITCH","-45.11788817778228","-8.54487433023246"
"*","651","STITCH","-45.11788817778228","41.45512566976757"
"*","652","STITCH","-45.11788817778228","91.45512566976757"
"*","653","STITCH","-45.11788817778228","141.4551256697675"
"*","654","STITCH","-45.11788817778228","163.88410451322622"
"*","655","STITCH","-52.591434328839114","163.869382643485"
"*","656","STITCH","-52.61788817778228","153.95512566976757"
"*","657","STITCH","-52.61788817778228","103.95512566976757"
"*","658","STITCH","-52.61788817778228","53.95512566976757"
"*","659","STITCH","-52.61788817778228","3.9551256697675115"
"*","660","STITCH","-52.61788817778228","-21.926199740966496"
"*","661","STITCH","-60.11788817778233","-25.42310951734953"
"*","662","STITCH","-60.11788817778233","16.45512566976754"
"*","663","STITCH","-60.11788817778233","66.45512566976751"
"*","664","STITCH","-60.11788817778233","116.45512566976751"
"*","665","STITCH","-60.11788817778233","164.15954373288955"
"*","666","STITCH","-67.61788817778233","164.87267112281754"
"*","667","STITCH","-67.61788817778233","128.9551256697675"
"*","668","STITCH","-67.61788817778233","78.95512566976751"
"*","669","STITCH","-67.61788817778233","28.95512566976751"
"*","670","STITCH","-67.61788817778233","-21.044874330232517"
"*","671","STITCH","-67.61788817778233","-27.880548934061068"
"*","672","STITCH","-75.11788817778233","-29.597061353526698"
"*","673","STITCH","-75.11788817778233","-8.544874330232489"
"*","674","STITCH","-75.11788817778233","41.45512566976748"
"*","675","STITCH","-75.11788817778233","91.45512566976751"
"*","676","STITCH","-75.11788817778233","141.4551256697675"
"*","677","STITCH","-75.11788817778233","166.40211378423734"
"*","678","STITCH","-99.49166147304561","166.22840458013158"
"*","679","STITCH","-123.8660525823785","166.22171969863777"
"*","680","STITCH","-148.2338379352184","165.65437038502134"
"*","681","STITCH","-172.0607364446464","160.52614221295832"
"*","682","STITCH","-196.3907199739258","159.15065188677235"
"*","683","STITCH","-220.75236280632862","159.15065188677235"
"*","684","STITCH","-245.11146696273843","159.50230570518582"
"*","685","STITCH","-268.8326156913936","165.0428947323792"
"*","686","STITCH","-290.6028147248106","175.91790926383644"
"*","687","STITCH","-309.16915583709067","191.60778873339243"
"*","688","STITCH","-330.11788817778245","203.73507858976095"
"*","689","STITCH","-330.11788817778245","205.34451940706398"
"*","690","STITCH","-322.61788817778245","201.60470579578842"
"*","691","STITCH","-322.61788817778245","189.00532002643857"
"*","692","STITCH","-315.11788817778245","177.266208032256"
"*","693","STITCH","-315.11788817778245","191.4551256697675"
"*","694","STITCH","-315.11788817778245","197.34957878889915"
"*","695","STITCH","-307.635957932627","193.57794585191706"
"*","696","STITCH","-307.61788817778245","178.9551256697675"
"*","697","STITCH","-307.61788817778245","168.3621299546538"
"*","698","STITCH","-300.1178881777824","161.07807714364023"
"*","699","STITCH","-300.1178881777824","166.45512566976745"
"*","700","STITCH","-300.1178881777824","190.08780895269197"
"*","701","STITCH","-292.6178881777824","187.18847519463586"
"*","702","STITCH","-292.6178881777824","154.7750493301062"
"*","703","STITCH","-285.1178881777824","149.15673919138064"
"*","704","STITCH","-285.1178881777824","184.45439912615305"
"*","705","STITCH","-277.6178881777824","182.30439793136358"
"*","706","STITCH","-277.6178881777824","178.9551256697675"
"*","707","STITCH","-277.6178881777824","144.06225567007888"
"*","708","STITCH","-270.1178881777824","139.693149467788"
"*","709","STITCH","-270.1178881777824","166.45512566976745"
"*","710","STITCH","-270.1178881777824","180.88874401535682"
"*","711","STITCH","-262.64388936956243","180.3056993973785"
"*","712","STITCH","-262.6178881777824","153.95512566976757"
"*","713","STITCH","-262.6178881777824","135.75138837834615"
"*","714","STITCH","-255.1178881777824","132.1219832758816"
"*","715","STITCH","-255.1178881777824","141.4551256697675"
"*","716","STITCH","-255.1178881777824","180.17338054114825"
"*","717","STITCH","-247.64384727028659","180.046442019336"
"*","718","STITCH","-247.6178881777824","178.9551256697675"
"*","719","STITCH","-247.6178881777824","129.1989815054998"
"*","720","STITCH","-240.11788817778236","126.56769699035007"
"*","721","STITCH","-240.1178881777824","166.45512566976745"
"*","722","STITCH","-240.1178881777824","180.19117997980746"
"*","723","STITCH","-232.6178881777824","180.33541869944233"
"*","724","STITCH","-232.6178881777824","153.95512566976757"
"*","725","STITCH","-232.61788817778236","124.37213446036421"
"*","726","STITCH","-225.11788817778236","122.65485066758023"
"*","727","STITCH","-225.11788817778236","141.4551256697675"
"*","728","STITCH","-225.11788817778236","180.80342034911249"
"*","729","STITCH","-217.61788817778236","181.47277146234725"
"*","730","STITCH","-217.61788817778236","178.9551256697675"
"*","731","STITCH","-217.61788817778236","128.9551256697675"
"*","732","STITCH","-217.61788817778236","121.1857347004786"
