"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","3039"
">","THREAD_COUNT:","0"
">","NEEDLE_COUNT:","0"
">","EXTENTS_LEFT:","-374.8146481424097"
">","EXTENTS_TOP:","-208.5408743297658"
">","EXTENTS_RIGHT:","374.8146481424097"
">","EXTENTS_BOTTOM:","208.54087432976578"
">","EXTENTS_WIDTH:","749.6292962848194"
">","EXTENTS_HEIGHT:","417.0817486595316"
">","COMMAND_JUMP","4"
">","COMMAND_STITCH","3034"
">","COMMAND_END","1"

"#","[METADATA_NAME]","[METADATA]"
"@","name","BN"

"#","[THREAD_NUMBER]","[HEX_COLOR]","[DESCRIPTION]","[BRAND]","[CATALOG_NUMBER]","[DETAILS]","[WEIGHT]"
"$","0","#000000","Black","Anchor","403","None","None"

"#","[STITCH_INDEX]","[STITCH_TYPE]","[X]","[Y]"
"*","1524","STITCH","-126.04542311933366","23.632252757095813"
"*","1525","STITCH","-100.4597412484647","23.838801245160255"
"*","1526","STITCH","-100.98158840178354","0.5420083902000101"
"*","1527","STITCH","-113.42067436325499","-7.027661123678399"
"*","1528","STITCH","-126.6352191995708","-11.151751009370855"
"*","1529","STITCH","-101.1481658564976","-4.265056541320035"
"*","1530","STITCH","-96.19899395732904","16.75812838756167"
"*","1531","STITCH","-100.1671832702412","26.474557314013907"
"*","1532","STITCH","-127.01467250764631","25.947561408028548"
"*","1533","STITCH","-128.51467027871374","25.47175201709564"
"*","1534","STITCH","-129.04352317744534","-13.651751009370855"
"*","1535","STITCH","-101.75476343729326","-8.031797003786323"
"*","1536","STITCH","-94.16920661976553","7.60851770649046"
"*","1537","STITCH","-96.65340721936792","27.551537998805514"
"*","1538","STITCH","-123.34149122160647","29.735480321601813"
"*","1539","STITCH","-130.983860330465","27.31126939201974"
"*","1540","STITCH","-129.39228404244358","-18.287403066403073"
"*","1541","STITCH","-104.47777362610759","-36.042825148204685"
"*","1542","STITCH","-87.21594291380711","-68.50156032704277"
"*","1543","STITCH","-85.953612986459","-105.05043744358501"
"*","1544","STITCH","-99.77812961144423","-140.20555218680113"
"*","1545","STITCH","-125.35544240387699","-161.33484572851108"
"*","1546","STITCH","-128.93602861409445","-163.05812727235943"
"*","1547","STITCH","-150.10636688999668","-148.63773188767303"
"*","1548","STITCH","-171.27670079244064","-134.21733948201307"
"*","1549","STITCH","-171.29587596708961","-88.99662098313884"
"*","1550","STITCH","-171.3150511415142","-43.77590301343119"
"*","1551","STITCH","-171.46086022667436","1.4445832872554831"
"*","1552","STITCH","-171.6899247473814","46.66471364032199"
"*","1553","STITCH","-177.25576294551138","70.15440874763775"
"*","1554","STITCH","-200.32164063367367","93.67194507248459"
"*","1555","STITCH","-229.6572515423361","107.81932101494917"
"*","1556","STITCH","-224.79548427343798","77.59111640199777"
"*","1557","STITCH","-224.41435761166107","33.38401965855127"
"*","1558","STITCH","-224.0544634380251","-10.823254661189765"
"*","1559","STITCH","-223.81378583618257","-55.031333560832934"
"*","1560","STITCH","-225.95445499775917","-88.82820396181476"
"*","1561","STITCH","-223.05421394829867","-107.4881962640517"
"*","1562","STITCH","-206.31408293359","-123.48920505967409"
"*","1563","STITCH","-167.10661680610215","-151.0542821035445"
"*","1564","STITCH","-127.75443473550249","-178.4116109250421"
"*","1565","STITCH","-88.3652151838354","-205.71546256659994"
"*","1566","STITCH","-60.40084186360491","-188.07556915292596"
"*","1567","STITCH","-41.578783945080716","-156.73731134355324"
"*","1568","STITCH","-38.428839513665935","-117.72419581986931"
"*","1569","STITCH","-48.81509496978077","-84.26802336509411"
"*","1570","STITCH","-67.34530547878393","-54.61527004277298"
"*","1571","STITCH","-91.46754644913125","-29.660673681379762"
"*","1572","STITCH","-53.30797297453148","-19.44866467731353"
"*","1573","STITCH","-38.00412444304931","-2.9368580729034193"
"*","1574","STITCH","-35.646215511118555","38.63459630008117"
"*","1575","STITCH","-35.469482323186014","80.20601800472227"
"*","1576","STITCH","-35.319250297149836","121.77753285665594"
"*","1577","STITCH","-30.94681486451651","159.2453091975324"
"*","1578","STITCH","-29.382115223924814","162.40357995923088"
"*","1579","STITCH","-74.86241382602822","163.7981098239467"
"*","1580","STITCH","-117.23311310504761","180.0996337660296"
"*","1581","STITCH","-154.74207511344787","205.16340674070855"
"*","1582","STITCH","-183.01963298841744","188.1968720158686"
"*","1583","STITCH","-219.37357334559488","178.72698916593654"
"*","1584","STITCH","-256.4993143100288","177.6972818109842"
"*","1585","STITCH","-289.89987423597074","183.4862560877593"
"*","1586","STITCH","-326.05052011486254","200.6727512436432"
"*","1587","STITCH","-301.94411723844763","166.33673004885858"
"*","1588","STITCH","-267.86616997914774","141.27468643229102"
"*","1589","STITCH","-228.49808802721137","125.92720019224353"
"*","1590","STITCH","-186.54074983883143","121.57409579063992"
"*","1591","STITCH","-145.64012567240303","129.1408035890888"
"*","1592","STITCH","-143.9900257394538","86.7112454946018"
"*","1593","STITCH","-143.71675885147675","44.2872828236809"
"*","1594","STITCH","-143.5843422968052","1.862648033234649"
"*","1595","STITCH","-143.45823143207573","-40.56199021075054"
"*","1596","STITCH","-129.04352317744534","-40.98535145010564"
"*","1597","STITCH","-129.04352317744534","-21.470207642206077"
"*","1598","STITCH","-105.53931534166622","-38.616747873442364"
"*","1599","STITCH","-89.16129090470503","-71.0601742934592"
"*","1600","STITCH","-88.71686344304004","-106.24318285848926"
"*","1601","STITCH","-101.81037926861842","-138.74641268899552"
"*","1602","STITCH","-127.03903078712253","-159.37065482959486"
"*","1603","STITCH","-128.72062133318093","-160.1799787174161"
"*","1604","STITCH","-168.77726129326328","-132.89498315057986"
"*","1605","STITCH","-168.7969533459852","-86.45531367670642"
"*","1606","STITCH","-168.8166453984827","-40.0156447319996"
"*","1607","STITCH","-168.97925108561245","6.423743048478258"
"*","1608","STITCH","-169.48964900391812","52.86060510336935"
"*","1609","STITCH","-177.3817197045009","74.8436056022201"
"*","1610","STITCH","-202.65979160173853","98.37049051009595"
"*","1611","STITCH","-234.2045913648561","111.55356383117984"
"*","1612","STITCH","-227.56333333791906","85.81459628845167"
"*","1613","STITCH","-226.97241722825814","40.107610838832414"
"*","1614","STITCH","-226.58293160837832","-5.600977006299303"
"*","1615","STITCH","-226.33407959910983","-51.310545224763985"
"*","1616","STITCH","-228.41217100066535","-88.75615769771122"
"*","1617","STITCH","-225.62743456993184","-108.01339638398984"
"*","1618","STITCH","-210.41138791955606","-123.62115043079747"
"*","1619","STITCH","-169.96083637044035","-152.1105793767386"
"*","1620","STITCH","-129.33936152769533","-180.35486467927836"
"*","1621","STITCH","-88.67751875974534","-208.5408743297658"
"*","1622","STITCH","-59.35448898115419","-190.61477022961182"
"*","1623","STITCH","-39.62197726532594","-158.85557650522333"
"*","1624","STITCH","-35.636639687284514","-120.79395914162137"
"*","1625","STITCH","-44.88300096554576","-86.80453123992719"
"*","1626","STITCH","-62.75206784480315","-56.53596197089723"
"*","1627","STITCH","-87.13401857967034","-31.540953679777516"
"*","1628","STITCH","-50.599124488588075","-20.800753695019523"
"*","1629","STITCH","-35.511004010139345","-3.4819490775792588"
"*","1630","STITCH","-33.1435909358259","39.19426348528779"
"*","1631","STITCH","-32.966399599573094","81.87271352060182"
"*","1632","STITCH","-32.750231976106534","124.55097057375755"
"*","1633","STITCH","-28.351157330737408","158.86586578050506"
"*","1634","STITCH","-24.862711314685328","165.77986934098251"
"*","1635","STITCH","-71.93226802283266","165.7505721401741"
"*","1636","STITCH","-115.88520838161804","182.21692242522911"
"*","1637","STITCH","-154.56592244672805","208.23127429364578"
"*","1638","STITCH","-162.87292341587806","203.20037370670744"
"*","1639","STITCH","-203.844884924618","184.68314969643384"
"*","1640","STITCH","-247.68745545826565","180.04560335411057"
"*","1641","STITCH","-286.0772317716668","184.72941110922838"
"*","1642","STITCH","-330.39874296055467","205.32377395443748"
"*","1643","STITCH","-308.1305697001352","168.96784527287824"
"*","1644","STITCH","-273.739256019687","141.80276822763366"
"*","1645","STITCH","-233.47892123083878","124.62419471481357"
"*","1646","STITCH","-190.1458028423685","119.00483818804733"
"*","1647","STITCH","-147.64845981937887","127.08233963095583"
"*","1648","STITCH","-146.47622928989819","84.56133155375213"
"*","1649","STITCH","-146.20379799438624","42.044722542056604"
"*","1650","STITCH","-146.077411710155","-0.4725688825346026"
"*","1651","STITCH","-145.95102544165366","-42.989855015482505"
"*","1652","STITCH","-126.54352317744534","-43.559855081982505"
"*","1653","STITCH","-126.54352317744534","-25.539652979625828"
"*","1654","STITCH","-105.24059714257908","-43.120552223611384"
"*","1655","STITCH","-90.64377697451528","-75.67315919144394"
"*","1656","STITCH","-92.67469750405343","-111.95086594914468"
"*","1657","STITCH","-105.11753338312047","-139.21420056982586"
"*","1658","STITCH","-128.50342340610035","-157.3009683517775"
"*","1659","STITCH","-166.27782381311638","-131.5678653495825"
"*","1660","STITCH","-166.29795574960963","-84.09082017728191"
"*","1661","STITCH","-166.32012437793784","-36.61377644146248"
"*","1662","STITCH","-166.49564572729372","10.862946536280901"
"*","1663","STITCH","-167.3162128095817","58.33290143797316"
"*","1664","STITCH","-179.94865008143847","81.86794780989564"
"*","1665","STITCH","-206.07337130370396","103.49549769957778"
"*","1666","STITCH","-237.76943215380302","114.33906333955579"
"*","1667","STITCH","-230.08544338923585","86.16908649906603"
"*","1668","STITCH","-229.5024437022602","43.57962197760733"
"*","1669","STITCH","-229.13525459232207","0.989149743268797"
"*","1670","STITCH","-228.88697092357373","-41.60218030774951"
"*","1671","STITCH","-228.6550948750202","-84.19357464987786"
"*","1672","STITCH","-228.6959257663109","-76.69368579481363"
"*","1673","STITCH","-228.7367566576016","-69.19379693974943"
"*","1674","STITCH","-228.6959257663109","-76.69368579481363"
"*","1675","STITCH","-228.6550948750202","-84.19357464987786"
"*","1676","JUMP","10.79346862646338","-119.40435162582145"
"*","1677","STITCH","10.79346862646338","-119.40435162582145"
"*","1678","STITCH","14.758523465762835","-125.77053887733611"
"*","1679","STITCH","18.723578305062404","-132.13672612885074"
"*","1680","STITCH","14.758523465762835","-125.77053887733611"
"*","1681","STITCH","10.79346862646338","-119.40435162582145"
"*","1682","STITCH","23.621955656051455","-140.0014313369341"
"*","1683","STITCH","41.37507026868292","-156.5433982080206"
"*","1684","STITCH","63.08566450087079","-167.33147782765516"
"*","1685","STITCH","86.61143786171942","-173.05385746783537"
"*","1686","STITCH","108.15857801616733","-184.07004306392872"
"*","1687","STITCH","127.38211182221767","-198.5822685867589"
"*","1688","STITCH","127.38211182221767","-196.04487433023246"
"*","1689","STITCH","127.38211182221767","-146.04487433023246"
"*","1690","STITCH","127.38211182221767","-107.14001356012055"
"*","1691","STITCH","134.87319702329523","-93.21889247612229"
"*","1692","STITCH","134.88211182221772","-108.54487433023245"
"*","1693","STITCH","134.88211182221772","-158.54487433023246"
"*","1694","STITCH","134.88211182221772","-194.26850125567262"
"*","1695","STITCH","142.3821118222176","-188.5091103967693"
"*","1696","STITCH","142.3821118222176","-171.04487433023246"
"*","1697","STITCH","142.3821118222176","-121.04487433023246"
"*","1698","STITCH","142.3821118222176","-78.442013483512"
"*","1699","STITCH","154.2508097859482","-60.05245028105739"
"*","1700","STITCH","149.88211182221772","-63.29690493052428"
"*","1701","STITCH","149.88211182221772","-83.54487433023245"
"*","1702","STITCH","149.88211182221772","-133.54487433023246"
"*","1703","STITCH","149.88211182221772","-181.19080974368833"
"*","1704","STITCH","157.38211182221772","-172.62843521625024"
"*","1705","STITCH","157.38211182221772","-146.04487433023246"
"*","1706","STITCH","157.38211182221772","-96.04487433023246"
"*","1707","STITCH","157.38211182221772","-47.88630149637683"
"*","1708","STITCH","174.79180509027793","-40.472842902907416"
"*","1709","STITCH","164.8821118222176","-32.025778230508706"
"*","1710","STITCH","164.8821118222176","-58.54487433023246"
"*","1711","STITCH","164.8821118222176","-108.54487433023245"
"*","1712","STITCH","164.8821118222176","-158.54487433023246"
"*","1713","STITCH","164.8821118222176","-163.1895889211559"
"*","1714","STITCH","172.3821118222176","-153.15561541742701"
"*","1715","STITCH","172.3821118222176","-121.04487433023245"
"*","1716","STITCH","172.3821118222176","-71.04487433023246"
"*","1717","STITCH","172.3821118222176","-21.04487433023243"
"*","1718","STITCH","172.3821118222176","-15.868673734799444"
"*","1719","STITCH","179.88211182221772","0.2336886873095807"
"*","1720","STITCH","179.88211182221772","-33.54487433023243"
"*","1721","STITCH","179.88211182221772","-83.54487433023245"
"*","1722","STITCH","179.88211182221772","-133.54487433023246"
"*","1723","STITCH","179.88211182221772","-142.1325628835205"
"*","1724","STITCH","185.04776844387226","-119.36372730878207"
"*","1725","STITCH","189.04319752501573","-96.36067526105425"
"*","1726","STITCH","187.78076232647362","-73.06317878721512"
"*","1727","STITCH","203.70772952344242","-56.20189795205661"
"*","1728","STITCH","225.24442958031415","-48.010104387183446"
"*","1729","STITCH","247.38211182221772","-52.670928622801284"
"*","1730","STITCH","247.38211182221772","-46.04487433023246"
"*","1731","STITCH","247.38211182221772","-34.43886048552247"
"*","1732","STITCH","254.88211182221772","-33.374347060488844"
"*","1733","STITCH","254.88211182221772","-51.984351894157726"
"*","1734","STITCH","262.3821118222177","-51.92236150306388"
"*","1735","STITCH","262.3821118222177","-32.87671850882356"
"*","1736","STITCH","269.8821118222177","-33.02003492452414"
"*","1737","STITCH","269.8821118222177","-52.16713370571628"
"*","1738","STITCH","277.3821118222177","-52.801980373580705"
"*","1739","STITCH","277.3821118222177","-46.04487433023246"
"*","1740","STITCH","277.3821118222177","-33.629500348341764"
"*","1741","STITCH","284.8821118222177","-34.5679664585941"
"*","1742","STITCH","284.8821118222177","-53.732065426806884"
"*","1743","STITCH","296.4401301706386","-55.83875651452084"
"*","1744","STITCH","310.4829358034281","-59.75969651131703"
"*","1745","STITCH","307.53458849003727","-82.84890352259217"
"*","1746","STITCH","305.66501694105085","-106.05036262386157"
"*","1747","STITCH","307.3071375254854","-129.26464383010085"
"*","1748","STITCH","293.2011464262078","-146.07239162448067"
"*","1749","STITCH","270.26142226757594","-151.09892575522306"
"*","1750","STITCH","247.07598388682715","-148.41257240427615"
"*","1751","STITCH","224.88211182221772","-141.44079176722016"
"*","1752","STITCH","224.88211182221772","-148.46236851187444"
"*","1753","STITCH","232.3821118222176","-155.71558750622964"
"*","1754","STITCH","232.3821118222176","-134.4979961662541"
"*","1755","STITCH","239.8821118222176","-139.8139805427444"
"*","1756","STITCH","239.8821118222176","-162.9572336741078"
"*","1757","STITCH","247.38211182221772","-170.198879841986"
"*","1758","STITCH","247.38211182221772","-146.04487433023246"
"*","1759","STITCH","247.38211182221772","-141.7232893546986"
"*","1760","STITCH","254.88211182221772","-137.48206666619362"
"*","1761","STITCH","254.88211182221772","-158.54487433023246"
"*","1762","STITCH","254.88211182221772","-177.4405260098642"
"*","1763","STITCH","262.3821118222177","-184.67851433521557"
"*","1764","STITCH","262.3821118222177","-171.04487433023246"
"*","1765","STITCH","262.3821118222177","-134.79785648654894"
"*","1766","STITCH","269.8821118222177","-132.89754187683764"
"*","1767","STITCH","269.8821118222177","-183.54487433023246"
"*","1768","STITCH","269.8821118222177","-191.9110899307215"
"*","1769","STITCH","277.3821118222177","-199.14366552622747"
"*","1770","STITCH","277.3821118222177","-196.04487433023246"
"*","1771","STITCH","277.3821118222177","-146.04487433023246"
"*","1772","STITCH","277.3821118222177","-131.66603141205002"
"*","1773","STITCH","284.8821118222177","-131.24654477208279"
"*","1774","STITCH","284.8821118222177","-158.54487433023246"
"*","1775","STITCH","284.8821118222177","-206.37624112173344"
"*","1776","STITCH","296.3491365816656","-188.89851418374718"
"*","1777","STITCH","313.2414059856897","-176.58531790980396"
"*","1778","STITCH","333.85856100711686","-173.99765237268298"
"*","1779","STITCH","353.94518513265524","-178.76869001707618"
"*","1780","STITCH","366.27253051676945","-191.35135469808355"
"*","1781","STITCH","367.3821118222177","-193.49583172137167"
"*","1782","STITCH","367.3821118222177","-175.32838017743558"
"*","1783","STITCH","359.8821118222176","-165.58042773823485"
"*","1784","STITCH","359.8821118222176","-183.54487433023243"
"*","1785","STITCH","359.8821118222176","-190.63834604855424"
"*","1786","STITCH","352.3821118222177","-188.2589301154677"
"*","1787","STITCH","352.3821118222177","-171.04487433023246"
"*","1788","STITCH","352.3821118222177","-157.73663033288443"
"*","1789","STITCH","344.8821118222177","-151.1464477524181"
"*","1790","STITCH","344.8821118222177","-158.54487433023246"
"*","1791","STITCH","344.8821118222177","-186.97369158108572"
"*","1792","STITCH","337.40582189204184","-187.0752545712523"
"*","1793","STITCH","337.3821118222176","-146.04487433023243"
"*","1794","STITCH","329.8821118222177","-140.91099769259034"
"*","1795","STITCH","329.8821118222177","-183.54487433023246"
"*","1796","STITCH","329.8821118222177","-187.94733710491448"
"*","1797","STITCH","322.3821118222177","-189.5387940330854"
"*","1798","STITCH","322.3821118222177","-171.04487433023246"
"*","1799","STITCH","322.3821118222177","-137.47881530274697"
"*","1800","STITCH","308.46593161399943","-133.07288635888114"
"*","1801","STITCH","305.70805015033824","-109.1907783528327"
"*","1802","STITCH","304.5633475151056","-85.17733368886299"
"*","1803","STITCH","306.3445042328994","-61.2034236453467"
"*","1804","STITCH","307.2209296932478","-37.18035519301455"
"*","1805","STITCH","305.88745258106684","-13.179445442223056"
"*","1806","STITCH","305.06540946675926","10.844136797650862"
"*","1807","STITCH","307.66755109077184","34.739916511741626"
"*","1808","STITCH","309.85577356654227","58.674034365006236"
"*","1809","STITCH","304.78727418729517","82.16525113458411"
"*","1810","STITCH","290.72896693814454","101.61865267989859"
"*","1811","STITCH","279.6427102906417","122.87253930540592"
"*","1812","STITCH","282.8403441698876","145.30424890715702"
"*","1813","STITCH","294.8785993771418","166.27885010305718"
"*","1814","STITCH","305.61014490180145","187.93063508638315"
"*","1815","STITCH","314.61368542818724","201.24061063889198"
"*","1816","STITCH","314.8821118222176","208.470753552331"
"*","1817","STITCH","314.8821118222176","191.45512566976757"
"*","1818","STITCH","314.8821118222176","141.45512566976763"
"*","1819","STITCH","314.8821118222176","91.45512566976757"
"*","1820","STITCH","314.8821118222176","41.45512566976757"
"*","1821","STITCH","314.8821118222176","-8.544874330232403"
"*","1822","STITCH","314.8821118222176","-58.5448743302324"
"*","1823","STITCH","314.8821118222176","-108.54487433023237"
"*","1824","STITCH","314.8821118222176","-158.54487433023235"
"*","1825","STITCH","314.8821118222176","-192.42983251156045"
"*","1826","STITCH","307.39907699243525","-195.8887343265177"
"*","1827","STITCH","307.3821118222177","-146.04487433023243"
"*","1828","STITCH","307.3821118222177","-96.04487433023243"
"*","1829","STITCH","307.3821118222177","-46.04487433023243"
"*","1830","STITCH","307.3821118222177","3.9551256697675683"
"*","1831","STITCH","307.3821118222177","53.95512566976757"
"*","1832","STITCH","307.3821118222177","103.95512566976757"
"*","1833","STITCH","307.3821118222177","153.95512566976757"
"*","1834","STITCH","307.3821118222177","203.9551256697675"
"*","1835","STITCH","307.3821118222177","207.14847134618904"
"*","1836","STITCH","299.8821118222177","204.0986271198718"
"*","1837","STITCH","299.8821118222177","166.45512566976757"
"*","1838","STITCH","299.8821118222177","116.45512566976757"
"*","1839","STITCH","299.8821118222177","66.45512566976757"
"*","1840","STITCH","299.8821118222177","16.45512566976754"
"*","1841","STITCH","299.8821118222177","-33.54487433023243"
"*","1842","STITCH","299.8821118222177","-83.54487433023242"
"*","1843","STITCH","299.8821118222177","-133.5448743302324"
"*","1844","STITCH","299.8821118222177","-183.54487433023237"
"*","1845","STITCH","299.8821118222177","-200.09498604900543"
"*","1846","STITCH","292.3821118222176","-204.40142011239408"
"*","1847","STITCH","292.3821118222176","-171.04487433023246"
"*","1848","STITCH","292.3821118222176","-131.49837854456973"
"*","1849","STITCH","296.4401301706386","-131.73326536887916"
"*","1850","STITCH","296.4401301706386","-112.75963550945625"
"*","1851","STITCH","296.4401301706386","-93.78600653197778"
"*","1852","STITCH","296.4401301706386","-74.81237887741597"
"*","1853","STITCH","296.4401301706386","-55.83875651452084"
"*","1854","STITCH","292.40397501819047","-54.990450192896475"
"*","1855","STITCH","292.3821118222176","-35.60558380360416"
"*","1856","STITCH","273.3010706413889","-33.55818429368202"
"*","1857","STITCH","254.11928465191505","-34.13871230910618"
"*","1858","STITCH","235.18382302407025","-36.30505423558918"
"*","1859","STITCH","237.94293494852644","-29.4862125371196"
"*","1860","STITCH","224.92805742217655","-11.915323559581793"
"*","1861","STITCH","222.6857440164435","9.791042275723413"
"*","1862","STITCH","229.5028330199902","30.467115082570416"
"*","1863","STITCH","238.82089784800786","50.13416152868527"
"*","1864","STITCH","253.57216030118985","66.11363278342307"
"*","1865","STITCH","271.50507125088444","78.35162001344767"
"*","1866","STITCH","292.3821118222176","75.14617965880606"
"*","1867","STITCH","292.3821118222176","78.95512566976751"
"*","1868","STITCH","292.3821118222176","128.9551256697675"
"*","1869","STITCH","292.3821118222176","178.9551256697675"
"*","1870","STITCH","292.3821118222176","198.7086295214867"
"*","1871","STITCH","284.8821118222177","192.03612570320533"
"*","1872","STITCH","284.8821118222177","141.45512566976763"
"*","1873","STITCH","284.8821118222177","91.45512566976757"
"*","1874","STITCH","284.8821118222177","62.537035715765995"
"*","1875","STITCH","277.3821118222177","49.61846304281474"
"*","1876","STITCH","277.3821118222177","53.95512566976757"
"*","1877","STITCH","277.3821118222177","103.95512566976757"
"*","1878","STITCH","277.3821118222177","153.95512566976757"
"*","1879","STITCH","277.3821118222177","184.0321184891312"
"*","1880","STITCH","269.8821118222177","174.740278930463"
"*","1881","STITCH","269.8821118222177","166.45512566976757"
"*","1882","STITCH","269.8821118222177","116.45512566976757"
"*","1883","STITCH","269.8821118222177","66.45512566976757"
"*","1884","STITCH","269.8821118222177","36.340452730453194"
"*","1885","STITCH","256.1417731024265","26.734989485510084"
"*","1886","STITCH","262.3821118222177","22.254239548972464"
"*","1887","STITCH","262.3821118222177","28.95512566976754"
"*","1888","STITCH","262.3821118222177","78.95512566976751"
"*","1889","STITCH","262.3821118222177","128.95512566976757"
"*","1890","STITCH","262.3821118222177","164.1147383679291"
"*","1891","STITCH","254.88211182221772","152.45544307346236"
"*","1892","STITCH","254.88211182221772","141.45512566976763"
"*","1893","STITCH","254.88211182221772","91.45512566976763"
"*","1894","STITCH","254.88211182221772","41.4551256697676"
"*","1895","STITCH","254.88211182221772","7.0017205145649655"
"*","1896","STITCH","242.0287745956794","-1.5201446449678429"
"*","1897","STITCH","247.38211182221772","-8.803672404055021"
"*","1898","STITCH","247.38211182221772","3.9551256697675115"
"*","1899","STITCH","247.38211182221772","53.95512566976751"
"*","1900","STITCH","247.38211182221772","103.95512566976751"
"*","1901","STITCH","247.38211182221772","139.37135128158465"
"*","1902","STITCH","239.8821118222176","125.17154216884686"
"*","1903","STITCH","239.8821118222176","116.45512566976757"
"*","1904","STITCH","239.8821118222176","66.45512566976757"
"*","1905","STITCH","239.8821118222176","16.45512566976757"
"*","1906","STITCH","239.8821118222176","-25.128518443763483"
"*","1907","STITCH","235.18382302407025","-36.30505423558918"
"*","1908","STITCH","239.85908043103512","-35.60940209353751"
"*","1909","STITCH","239.8821118222176","-54.085067641174504"
"*","1910","STITCH","232.39985313844505","-56.27541534320062"
"*","1911","STITCH","232.3821118222176","-21.04487433023243"
"*","1912","STITCH","232.3821118222176","28.95512566976754"
"*","1913","STITCH","232.3821118222176","78.95512566976757"
"*","1914","STITCH","232.3821118222176","110.32862488733801"
"*","1915","STITCH","224.88211182221772","95.22035149472563"
"*","1916","STITCH","224.88211182221772","91.45512566976757"
"*","1917","STITCH","224.88211182221772","41.45512566976757"
"*","1918","STITCH","224.88211182221772","-8.54487433023246"
"*","1919","STITCH","224.88211182221772","-58.54487433023246"
"*","1920","STITCH","224.88211182221772","-61.464979468920404"
"*","1921","STITCH","217.39063790412564","-73.9421848758702"
"*","1922","STITCH","217.3821118222176","-46.04487433023243"
"*","1923","STITCH","217.3821118222176","3.9551256697675683"
"*","1924","STITCH","217.3821118222176","53.95512566976757"
"*","1925","STITCH","217.3821118222176","79.9542558787808"
"*","1926","STITCH","209.8821118222176","64.68816026283596"
"*","1927","STITCH","209.8821118222176","16.45512566976754"
"*","1928","STITCH","209.8821118222176","-33.54487433023243"
"*","1929","STITCH","209.8821118222176","-83.54487433023246"
"*","1930","STITCH","209.8821118222176","-89.73428949653298"
"*","1931","STITCH","202.38211182221772","-104.37057486288322"
"*","1932","STITCH","202.38211182221772","-71.04487433023246"
"*","1933","STITCH","202.38211182221772","-21.04487433023243"
"*","1934","STITCH","202.38211182221772","28.95512566976754"
"*","1935","STITCH","202.38211182221772","55.96912916248195"
"*","1936","STITCH","194.9014630608155","53.07731730276143"
"*","1937","STITCH","194.8821118222176","41.45512566976757"
"*","1938","STITCH","194.8821118222176","-8.544874330232403"
"*","1939","STITCH","194.8821118222176","-58.54487433023243"
"*","1940","STITCH","194.8821118222176","-108.54487433023243"
"*","1941","STITCH","194.8821118222176","-117.9325970577914"
"*","1942","STITCH","187.3821118222176","-130.7277913946939"
"*","1943","STITCH","187.3821118222176","-96.04487433023246"
"*","1944","STITCH","187.3821118222176","-46.04487433023246"
"*","1945","STITCH","187.3821118222176","3.9551256697675115"
"*","1946","STITCH","187.3821118222176","16.32723416914672"
"*","1947","STITCH","194.57261828609688","31.842653714975825"
"*","1948","STITCH","187.40393012008877","30.28998526406309"
"*","1949","STITCH","187.3821118222176","50.570212809945104"
"*","1950","STITCH","179.88211182221772","48.647741637238454"
"*","1951","STITCH","179.88211182221772","28.690341523730496"
"*","1952","STITCH","172.3821118222176","27.456461164507942"
"*","1953","STITCH","172.3821118222176","28.95512566976754"
"*","1954","STITCH","172.3821118222176","46.952721802931734"
"*","1955","STITCH","164.8821118222176","45.77302877233194"
"*","1956","STITCH","164.8821118222176","41.45512566976757"
"*","1957","STITCH","164.8821118222176","26.67527424683641"
"*","1958","STITCH","157.38211182221772","26.284909205762972"
"*","1959","STITCH","157.38211182221772","44.83186755406177"
"*","1960","STITCH","149.90746050235435","44.35638268702331"
"*","1961","STITCH","149.88211182221772","26.25613780214306"
"*","1962","STITCH","142.3821118222176","26.5709020754052"
"*","1963","STITCH","142.3821118222176","28.95512566976754"
"*","1964","STITCH","142.3821118222176","44.42833253339063"
"*","1965","STITCH","134.88211182221772","45.259037770112826"
"*","1966","STITCH","134.88211182221772","41.45512566976757"
"*","1967","STITCH","134.88211182221772","27.259805410059073"
"*","1968","STITCH","127.38211182221767","28.31672655442972"
"*","1969","STITCH","127.38211182221767","46.50557117687532"
"*","1970","STITCH","119.90288661943481","48.08167327321499"
"*","1971","STITCH","119.88211182221767","29.71756131078945"
"*","1972","STITCH","112.38211182221761","31.479930842198144"
"*","1973","STITCH","112.38211182221761","50.139194924298835"
"*","1974","STITCH","87.96013378967228","49.62602051259117"
"*","1975","STITCH","90.13291292053651","74.10648911579918"
"*","1976","STITCH","88.21239766924856","98.60552388457174"
"*","1977","STITCH","87.51398485869805","123.16710340166188"
"*","1978","STITCH","102.96546513894867","142.20993223656663"
"*","1979","STITCH","122.87044098426264","156.44034407623397"
"*","1980","STITCH","147.07540889578473","159.120999631552"
"*","1981","STITCH","171.17528026866313","155.80230690649526"
"*","1982","STITCH","194.8821118222176","151.72034396066104"
"*","1983","STITCH","194.8821118222176","141.4551256697675"
"*","1984","STITCH","194.8821118222176","139.13361636409073"
"*","1985","STITCH","187.3821118222176","136.30595209427125"
"*","1986","STITCH","187.3821118222176","153.95512566976757"
"*","1987","STITCH","187.3821118222176","161.7673252462591"
"*","1988","STITCH","179.88211182221772","171.8143065318571"
"*","1989","STITCH","179.88211182221772","166.45512566976745"
"*","1990","STITCH","179.88211182221772","140.779849128336"
"*","1991","STITCH","172.3821118222176","135.75087757623763"
"*","1992","STITCH","172.3821118222176","178.9551256697675"
